customerID,MonthlyCharges,tenure,contract,InternetService,churn,risk_score,category,Cluster
1363-TXLSL,70.3,1,Month-to-month,Fiber optic,Yes,90,High,0
1370-GGAWX,94.15,46,One year,Fiber optic,No,55,Medium,0
1374-DMZUI,94.3,4,Month-to-month,Fiber optic,Yes,100,High,0
1379-FRVEB,91.0,15,Month-to-month,Fiber optic,No,80,High,0
1384-RCUXW,80.55,16,Month-to-month,Fiber optic,No,70,Medium,0
1389-CXMLU,91.05,3,Month-to-month,Fiber optic,Yes,100,High,0
1391-UBDAR,72.9,11,Month-to-month,Fiber optic,No,80,High,0
1393-IMKZG,95.85,1,Month-to-month,Fiber optic,No,95,High,0
1394-SUIUH,85.15,44,Month-to-month,Fiber optic,No,60,Medium,0
1396-QWFBJ,74.05,21,Month-to-month,Fiber optic,Yes,70,Medium,0
1400-MMYXY,105.9,3,Month-to-month,Fiber optic,Yes,100,High,0
1415-YFWLT,89.3,1,Month-to-month,Fiber optic,Yes,100,High,0
1421-HCERK,105.7,30,Month-to-month,Fiber optic,No,60,Medium,0
1422-DGUBX,79.25,32,One year,Fiber optic,No,40,Medium,0
1427-VERSM,98.7,56,Month-to-month,Fiber optic,No,65,Medium,0
1428-GTBJJ,74.55,11,Month-to-month,Fiber optic,Yes,80,High,0
1442-OKRJE,103.15,66,One year,Fiber optic,No,50,Medium,0
1444-VVSGW,115.65,70,One year,Fiber optic,Yes,45,Medium,0
1447-GIQMR,69.15,1,Month-to-month,Fiber optic,Yes,90,High,0
1448-CYWKC,105.2,58,One year,Fiber optic,No,55,Medium,0
1448-PWKYE,80.0,1,Month-to-month,Fiber optic,Yes,90,High,0
1450-GALXR,98.5,10,Month-to-month,Fiber optic,Yes,85,High,0
1450-SKCVI,73.85,56,Month-to-month,Fiber optic,Yes,60,Medium,0
1452-KIOVK,89.1,22,Month-to-month,Fiber optic,No,80,High,0
1452-VOQCH,75.1,1,Month-to-month,Fiber optic,No,90,High,0
1455-ESIQH,89.1,1,Month-to-month,Fiber optic,Yes,100,High,0
1455-UGQVH,98.5,10,Month-to-month,Fiber optic,Yes,90,High,0
1465-VINDH,102.1,10,Month-to-month,Fiber optic,Yes,90,High,0
1469-LBJQJ,105.2,66,Month-to-month,Fiber optic,No,70,Medium,0
1470-PSXNM,93.65,49,One year,Fiber optic,No,55,Medium,0
1472-TNCWL,94.7,36,Month-to-month,Fiber optic,No,70,Medium,0
1475-VWVDO,74.9,7,Month-to-month,Fiber optic,No,80,High,0
1480-IVEVR,81.6,35,One year,Fiber optic,No,45,Medium,0
1481-ZUWZA,94.5,28,Month-to-month,Fiber optic,Yes,65,Medium,0
1482-OXZSY,100.4,30,Month-to-month,Fiber optic,No,65,Medium,0
1485-YDHMM,93.25,52,Month-to-month,Fiber optic,No,65,Medium,0
1502-XFCVR,106.45,58,One year,Fiber optic,Yes,50,Medium,0
1508-DFXCU,81.45,12,Month-to-month,Fiber optic,No,80,High,0
1513-XNPPH,89.4,12,Month-to-month,Fiber optic,Yes,85,High,0
1522-VVDMG,89.75,7,Month-to-month,Fiber optic,Yes,85,High,0
1543-LLLFT,98.3,61,One year,Fiber optic,No,50,Medium,0
1545-ACTAS,99.7,48,One year,Fiber optic,No,50,Medium,0
1548-FEHVL,106.2,61,Month-to-month,Fiber optic,No,65,Medium,0
1550-EENBN,104.35,31,Month-to-month,Fiber optic,No,65,Medium,0
1550-LOAHA,84.15,32,Month-to-month,Fiber optic,Yes,60,Medium,0
1552-AAGRX,106.4,30,Month-to-month,Fiber optic,No,60,Medium,0
1564-NTYXF,82.0,13,Month-to-month,Fiber optic,Yes,70,Medium,0
1565-RHDJD,84.05,4,Month-to-month,Fiber optic,Yes,90,High,0
1567-DSCIC,94.0,8,Month-to-month,Fiber optic,Yes,90,High,0
1569-TTNYJ,78.75,5,Month-to-month,Fiber optic,Yes,90,High,0
1571-SAVHK,99.95,12,Month-to-month,Fiber optic,Yes,85,High,0
1573-LGXBA,97.55,57,One year,Fiber optic,No,55,Medium,0
1579-KLYDT,90.45,7,Month-to-month,Fiber optic,Yes,90,High,0
1580-BMCMR,87.3,19,Month-to-month,Fiber optic,No,75,Medium,0
1583-IHQZE,112.95,12,Month-to-month,Fiber optic,Yes,85,High,0
1587-FKLZB,99.5,66,Month-to-month,Fiber optic,Yes,70,Medium,0
1591-MQJTP,93.65,51,One year,Fiber optic,No,50,Medium,0
1591-NFNLQ,80.0,51,Month-to-month,Fiber optic,Yes,60,Medium,0
1596-BBVTG,75.35,35,Month-to-month,Fiber optic,Yes,60,Medium,0
1597-LHYNC,95.0,26,Month-to-month,Fiber optic,Yes,65,Medium,0
1599-MMYRQ,81.45,62,One year,Fiber optic,No,40,Medium,0
1602-IJQQE,75.35,4,Month-to-month,Fiber optic,Yes,90,High,0
1608-GMEWB,93.9,45,Month-to-month,Fiber optic,No,70,Medium,0
1618-CFHME,75.9,2,Month-to-month,Fiber optic,Yes,90,High,0
1624-NALOJ,89.8,5,Month-to-month,Fiber optic,Yes,100,High,0
1624-WOIWJ,84.7,10,Month-to-month,Fiber optic,Yes,75,Medium,0
1625-JAIIY,83.0,68,One year,Fiber optic,Yes,45,Medium,0
1626-ERCMM,94.55,20,Month-to-month,Fiber optic,Yes,80,High,0
1628-BIZYP,85.0,1,Month-to-month,Fiber optic,No,90,High,0
1640-PLFMP,70.25,1,Month-to-month,Fiber optic,No,90,High,0
1641-RQDAY,100.4,32,Month-to-month,Fiber optic,No,70,Medium,0
1644-IRKSF,93.8,33,One year,Fiber optic,Yes,55,Medium,0
1656-DRSMG,109.85,63,Month-to-month,Fiber optic,No,65,Medium,0
1658-BYGOY,95.45,18,Month-to-month,Fiber optic,Yes,80,High,0
1658-TJVOA,74.1,6,Month-to-month,Fiber optic,No,85,High,0
1658-XUHBX,88.75,59,Month-to-month,Fiber optic,No,70,Medium,0
1666-JXLKU,100.05,37,Month-to-month,Fiber optic,No,70,Medium,0
1670-SVOWZ,89.65,14,Month-to-month,Fiber optic,Yes,75,Medium,0
1678-FYZOW,79.4,3,Month-to-month,Fiber optic,Yes,90,High,0
1679-JRFBR,108.15,70,One year,Fiber optic,No,50,Medium,0
1685-BQULA,93.4,40,Month-to-month,Fiber optic,No,70,Medium,0
1689-MRZQR,78.3,34,Month-to-month,Fiber optic,Yes,60,Medium,0
1689-YQBYY,76.6,12,Month-to-month,Fiber optic,No,80,High,0
1696-HXOWK,95.65,71,One year,Fiber optic,No,50,Medium,0
1698-XFZCI,107.75,61,One year,Fiber optic,No,50,Medium,0
1704-NRWYE,80.85,9,Month-to-month,Fiber optic,Yes,80,High,0
1707-HABPF,91.3,46,One year,Fiber optic,No,55,Medium,0
1710-RCXUS,90.35,51,One year,Fiber optic,No,55,Medium,0
1723-HKXJQ,101.75,42,Month-to-month,Fiber optic,Yes,70,Medium,0
1724-BQUHA,89.5,5,Month-to-month,Fiber optic,Yes,100,High,0
1728-CXQBE,94.25,64,Month-to-month,Fiber optic,No,70,Medium,0
1730-ZMAME,79.5,32,Month-to-month,Fiber optic,No,60,Medium,0
1731-TVIUK,93.5,4,Month-to-month,Fiber optic,Yes,95,High,0
1732-FEKLD,94.75,54,One year,Fiber optic,No,55,Medium,0
1732-VHUBQ,70.55,47,Month-to-month,Fiber optic,Yes,60,Medium,0
1746-TGTWV,75.35,1,Month-to-month,Fiber optic,No,90,High,0
1751-NCDLI,98.85,46,Month-to-month,Fiber optic,No,70,Medium,0
1754-GKYPY,89.75,22,Month-to-month,Fiber optic,No,80,High,0
1761-AEZZR,79.55,1,Month-to-month,Fiber optic,Yes,90,High,0
1766-GKNMI,84.9,29,Month-to-month,Fiber optic,No,60,Medium,0
1769-GRUIK,71.1,18,Month-to-month,Fiber optic,No,70,Medium,0
1771-OADNZ,95.9,29,Month-to-month,Fiber optic,Yes,70,Medium,0
1784-EZDKJ,106.8,51,One year,Fiber optic,No,55,Medium,0
1785-BPHTP,85.45,28,Month-to-month,Fiber optic,No,70,Medium,0
1792-UXAFY,89.15,17,Month-to-month,Fiber optic,Yes,80,High,0
1810-BOHSY,96.4,51,One year,Fiber optic,No,50,Medium,0
1818-ESQMW,89.2,27,Month-to-month,Fiber optic,No,65,Medium,0
1820-TQVEV,69.55,1,Month-to-month,Fiber optic,Yes,90,High,0
1833-TCXKK,107.75,45,Month-to-month,Fiber optic,No,70,Medium,0
1833-VGRUM,74.2,1,Month-to-month,Fiber optic,Yes,90,High,0
1842-EZJMK,103.7,50,Month-to-month,Fiber optic,Yes,65,Medium,0
1845-CSBRZ,85.35,22,Month-to-month,Fiber optic,No,80,High,0
1846-XWOQN,70.15,1,Month-to-month,Fiber optic,Yes,90,High,0
1853-UDXBW,70.0,1,Month-to-month,Fiber optic,Yes,90,High,0
1855-AGAWH,93.8,31,One year,Fiber optic,No,55,Medium,0
1866-OBPNR,74.6,1,Month-to-month,Fiber optic,No,90,High,0
1866-RZZQS,98.4,41,Month-to-month,Fiber optic,Yes,70,Medium,0
1867-BDVFH,74.35,11,Month-to-month,Fiber optic,Yes,80,High,0
1867-TJHTS,79.8,58,Month-to-month,Fiber optic,No,55,Medium,0
1871-MOWRM,80.85,12,Month-to-month,Fiber optic,Yes,70,Medium,0
1875-QIVME,104.4,2,Month-to-month,Fiber optic,Yes,95,High,0
1891-FZYSA,89.95,69,Month-to-month,Fiber optic,Yes,70,Medium,0
1891-UAWWU,90.8,20,Month-to-month,Fiber optic,Yes,80,High,0
1894-IGFSG,89.25,22,Month-to-month,Fiber optic,Yes,80,High,0
1899-VXWXM,106.1,48,One year,Fiber optic,Yes,55,Medium,0
1902-XBTFB,89.4,22,Month-to-month,Fiber optic,Yes,80,High,0
1907-UBQFC,72.85,10,Month-to-month,Fiber optic,Yes,80,High,0
1910-FMXJM,80.4,36,Month-to-month,Fiber optic,No,60,Medium,0
1915-IOFGU,70.5,1,Month-to-month,Fiber optic,Yes,90,High,0
1918-ZBFQJ,79.25,13,Month-to-month,Fiber optic,Yes,70,Medium,0
1925-TIBLE,86.5,7,Month-to-month,Fiber optic,Yes,90,High,0
1930-WNXSB,92.85,58,Month-to-month,Fiber optic,No,70,Medium,0
1932-UEDCX,100.6,33,Month-to-month,Fiber optic,No,70,Medium,0
1935-IMVBB,89.7,56,Month-to-month,Fiber optic,No,70,Medium,0
1941-HOSAM,90.1,1,Month-to-month,Fiber optic,No,100,High,0
1950-KSVVJ,113.3,45,One year,Fiber optic,No,45,Medium,0
1956-YIFGE,100.05,22,One year,Fiber optic,No,65,Medium,0
1960-UYCNN,95.25,10,Month-to-month,Fiber optic,No,90,High,0
1965-AKTSX,78.95,14,Month-to-month,Fiber optic,Yes,70,Medium,0
1965-DDBWU,89.05,16,Month-to-month,Fiber optic,Yes,75,Medium,0
1977-STDKI,73.0,1,Month-to-month,Fiber optic,Yes,90,High,0
1980-KXVPM,75.05,3,Month-to-month,Fiber optic,Yes,90,High,0
1981-INRFU,79.75,2,Month-to-month,Fiber optic,Yes,90,High,0
1984-FCOWB,109.5,70,One year,Fiber optic,Yes,50,Medium,0
1989-PRJHP,75.5,27,Month-to-month,Fiber optic,Yes,60,Medium,0
1996-DBMUS,70.65,48,Month-to-month,Fiber optic,No,60,Medium,0
2000-MPKCA,107.75,58,One year,Fiber optic,No,50,Medium,0
2003-CKLOR,99.5,66,Month-to-month,Fiber optic,Yes,70,Medium,0
2004-OCQXK,81.95,1,Month-to-month,Fiber optic,Yes,90,High,0
2012-NWRPA,99.55,11,Month-to-month,Fiber optic,Yes,90,High,0
2013-SGDXK,84.3,1,Month-to-month,Fiber optic,Yes,90,High,0
2014-MKGMH,101.1,46,One year,Fiber optic,No,55,Medium,0
2018-PZKMU,103.1,9,Month-to-month,Fiber optic,No,85,High,0
2018-QKYGT,81.05,1,Month-to-month,Fiber optic,No,90,High,0
2024-BASKD,74.6,1,Month-to-month,Fiber optic,Yes,90,High,0
2025-JKFWI,99.0,13,Month-to-month,Fiber optic,Yes,75,Medium,0
2026-TGDHM,79.3,7,Month-to-month,Fiber optic,Yes,80,High,0
2027-CWDNU,85.6,18,Month-to-month,Fiber optic,No,75,Medium,0
2027-FECZV,106.7,12,Month-to-month,Fiber optic,Yes,90,High,0
2027-WKXMW,108.75,63,Month-to-month,Fiber optic,No,65,Medium,0
2034-CGRHZ,102.95,24,Month-to-month,Fiber optic,Yes,80,High,0
2034-GDRCN,90.4,2,Month-to-month,Fiber optic,Yes,100,High,0
2037-SGXHH,94.65,38,Month-to-month,Fiber optic,Yes,70,Medium,0
2037-XJFUP,95.8,33,One year,Fiber optic,Yes,55,Medium,0
2038-LLMLM,103.85,48,Month-to-month,Fiber optic,No,65,Medium,0
2038-OEQZH,86.05,4,Month-to-month,Fiber optic,No,100,High,0
2040-OBMLJ,81.7,31,One year,Fiber optic,No,40,Medium,0
2040-VZIKE,100.85,49,Month-to-month,Fiber optic,No,65,Medium,0
2055-PDADH,70.4,3,Month-to-month,Fiber optic,Yes,90,High,0
2056-EVGZL,105.75,68,One year,Fiber optic,No,50,Medium,0
2057-ZBLPD,86.5,21,Month-to-month,Fiber optic,Yes,80,High,0
2058-DCJBE,69.75,5,Month-to-month,Fiber optic,Yes,90,High,0
2067-QYTCF,111.15,64,Month-to-month,Fiber optic,No,65,Medium,0
2070-FNEXE,76.45,7,Month-to-month,Fiber optic,Yes,75,Medium,0
2070-XYMFH,79.35,23,Month-to-month,Fiber optic,No,70,Medium,0
2074-GKOWZ,89.55,2,Month-to-month,Fiber optic,Yes,100,High,0
2074-GUHPQ,92.7,17,Month-to-month,Fiber optic,No,75,Medium,0
2077-MPJQO,75.4,7,Month-to-month,Fiber optic,No,80,High,0
2079-FBMZK,69.25,6,Month-to-month,Fiber optic,Yes,90,High,0
2080-CAZNM,104.4,41,Month-to-month,Fiber optic,No,70,Medium,0
2080-GKCWQ,74.95,2,Month-to-month,Fiber optic,No,90,High,0
2081-VEYEH,107.95,3,Month-to-month,Fiber optic,No,95,High,0
2082-OJVTK,89.2,29,Month-to-month,Fiber optic,Yes,70,Medium,0
2085-BOJKI,96.65,17,One year,Fiber optic,No,65,Medium,0
2091-RFFBA,73.9,31,Month-to-month,Fiber optic,Yes,60,Medium,0
2101-RANCD,73.1,55,Month-to-month,Fiber optic,No,60,Medium,0
2105-PHWON,95.0,33,Month-to-month,Fiber optic,No,65,Medium,0
2107-FBPTK,104.1,30,Month-to-month,Fiber optic,No,70,Medium,0
2114-MGINA,89.8,14,Month-to-month,Fiber optic,Yes,80,High,0
2115-BFTIW,70.95,25,Month-to-month,Fiber optic,Yes,60,Medium,0
2122-YWVYA,75.4,18,Month-to-month,Fiber optic,No,65,Medium,0
2123-AGEEN,84.35,7,Month-to-month,Fiber optic,No,80,High,0
2133-TSRRM,105.35,34,Month-to-month,Fiber optic,No,65,Medium,0
2135-DQWAQ,85.3,5,Month-to-month,Fiber optic,No,100,High,0
2139-FQHLM,89.95,19,Month-to-month,Fiber optic,No,75,Medium,0
2144-BFDSO,108.75,50,Month-to-month,Fiber optic,No,65,Medium,0
2153-MREFK,99.2,37,One year,Fiber optic,Yes,45,Medium,0
2154-KVJFF,79.75,15,Month-to-month,Fiber optic,Yes,70,Medium,0
2165-VOEGB,105.2,46,One year,Fiber optic,Yes,45,Medium,0
2172-EJXVF,105.9,71,One year,Fiber optic,No,55,Medium,0
2178-PMGCJ,69.7,22,Month-to-month,Fiber optic,No,70,Medium,0
2180-DXNEG,96.0,12,Month-to-month,Fiber optic,Yes,90,High,0
2187-PKZAY,79.95,12,Month-to-month,Fiber optic,No,80,High,0
2189-WWOEW,85.9,15,Month-to-month,Fiber optic,Yes,80,High,0
2190-BCXEC,78.85,40,Month-to-month,Fiber optic,No,55,Medium,0
2195-ZRVAX,85.3,47,Month-to-month,Fiber optic,Yes,70,Medium,0
2202-CUYXZ,84.85,1,Month-to-month,Fiber optic,Yes,90,High,0
2203-GHNWN,79.65,24,Month-to-month,Fiber optic,No,70,Medium,0
2205-LPVGL,89.85,58,One year,Fiber optic,No,45,Medium,0
2205-YMZZJ,84.8,7,Month-to-month,Fiber optic,Yes,80,High,0
2207-QPJED,90.0,37,Month-to-month,Fiber optic,No,65,Medium,0
2208-NQBCT,81.95,26,Month-to-month,Fiber optic,No,55,Medium,0
2208-UGTGR,98.6,56,Month-to-month,Fiber optic,No,70,Medium,0
2215-ZAFGX,85.5,9,Month-to-month,Fiber optic,No,90,High,0
2227-JRSJX,99.15,21,Month-to-month,Fiber optic,No,75,Medium,0
2234-XADUH,103.2,72,One year,Fiber optic,No,55,Medium,0
2237-ZFSMY,95.55,39,One year,Fiber optic,Yes,45,Medium,0
2239-JALAW,103.25,58,One year,Fiber optic,Yes,55,Medium,0
2240-HSJQD,81.85,38,Month-to-month,Fiber optic,No,60,Medium,0
2242-MFOTG,80.1,33,One year,Fiber optic,No,40,Medium,0
2249-YPRNG,105.85,20,Month-to-month,Fiber optic,Yes,80,High,0
2250-IVBWA,81.05,64,Month-to-month,Fiber optic,No,55,Medium,0
2252-ISRNH,90.35,9,One year,Fiber optic,No,75,Medium,0
2252-JHJGE,104.0,61,One year,Fiber optic,No,50,Medium,0
2254-DLXRI,79.15,1,Month-to-month,Fiber optic,No,90,High,0
2260-USTRB,70.2,2,Month-to-month,Fiber optic,Yes,90,High,0
2262-SLNVK,70.1,1,Month-to-month,Fiber optic,No,90,High,0
2265-CYWIV,99.6,4,Month-to-month,Fiber optic,Yes,95,High,0
2266-SJNAT,109.15,72,One year,Fiber optic,No,50,Medium,0
2267-FPIMA,94.4,50,Month-to-month,Fiber optic,No,65,Medium,0
2267-WTPYD,94.0,57,Month-to-month,Fiber optic,No,70,Medium,0
2270-CHBFN,95.1,44,Month-to-month,Fiber optic,No,60,Medium,0
2272-JKMSI,110.8,62,One year,Fiber optic,No,50,Medium,0
2272-QAGFO,74.3,14,Month-to-month,Fiber optic,Yes,70,Medium,0
2276-YDAVZ,75.1,3,Month-to-month,Fiber optic,Yes,90,High,0
2277-DJJDL,99.0,60,Month-to-month,Fiber optic,No,65,Medium,0
2279-AXJJK,95.65,52,Month-to-month,Fiber optic,No,65,Medium,0
2284-VFLKH,99.25,49,One year,Fiber optic,No,50,Medium,0
2293-IJWPS,100.75,57,One year,Fiber optic,No,55,Medium,0
2294-SALNE,86.8,23,One year,Fiber optic,No,60,Medium,0
2302-ANTDP,117.45,48,Month-to-month,Fiber optic,Yes,60,Medium,0
2305-MRGLV,76.55,28,Month-to-month,Fiber optic,No,55,Medium,0
2311-QYMUQ,89.45,16,Month-to-month,Fiber optic,Yes,80,High,0
2322-VCZHZ,90.0,23,Month-to-month,Fiber optic,No,75,Medium,0
2325-NBPZG,74.55,3,Month-to-month,Fiber optic,No,85,High,0
2325-WINES,104.05,32,One year,Fiber optic,No,55,Medium,0
2330-PQGDQ,84.2,51,One year,Fiber optic,No,40,Medium,0
2344-JMOGN,94.85,9,Month-to-month,Fiber optic,Yes,85,High,0
2347-WKKAE,94.4,42,Month-to-month,Fiber optic,No,65,Medium,0
2357-COQEK,103.3,28,Month-to-month,Fiber optic,Yes,65,Medium,0
2359-KLTEK,94.9,41,Month-to-month,Fiber optic,No,70,Medium,0
2359-KMGLI,80.25,24,Month-to-month,Fiber optic,Yes,70,Medium,0
2359-QWQUL,104.7,39,One year,Fiber optic,Yes,45,Medium,0
2360-RDGRO,104.25,65,Month-to-month,Fiber optic,No,65,Medium,0
2362-IBOOY,84.75,36,Month-to-month,Fiber optic,Yes,60,Medium,0
2369-UAPKZ,104.1,5,Month-to-month,Fiber optic,Yes,100,High,0
2371-JQHZZ,93.0,24,Month-to-month,Fiber optic,No,80,High,0
2371-KFUOG,99.15,58,One year,Fiber optic,No,50,Medium,0
2378-HTWFW,91.0,35,Month-to-month,Fiber optic,No,65,Medium,0
2378-VTKDH,104.35,65,Month-to-month,Fiber optic,No,70,Medium,0
2379-ENZGV,84.85,6,Month-to-month,Fiber optic,Yes,90,High,0
2379-GYFLQ,94.9,46,One year,Fiber optic,No,55,Medium,0
2382-BCKQJ,100.15,62,One year,Fiber optic,Yes,55,Medium,0
2386-OWURY,95.3,58,Month-to-month,Fiber optic,No,65,Medium,0
2397-BRLOM,80.45,8,Month-to-month,Fiber optic,Yes,80,High,0
2398-YPMUR,70.15,13,Month-to-month,Fiber optic,Yes,70,Medium,0
2402-TAIRZ,80.05,37,One year,Fiber optic,No,45,Medium,0
2403-BCASL,111.95,41,One year,Fiber optic,Yes,50,Medium,0
2408-TZMJL,110.15,59,One year,Fiber optic,Yes,50,Medium,0
2424-WVHPL,74.7,1,Month-to-month,Fiber optic,No,85,High,0
2430-USGXP,101.05,24,Month-to-month,Fiber optic,Yes,80,High,0
2432-TFSMK,89.6,18,One year,Fiber optic,No,65,Medium,0
2439-LYPMQ,102.6,38,Month-to-month,Fiber optic,No,70,Medium,0
2446-BEGGB,98.25,6,Month-to-month,Fiber optic,Yes,100,High,0
2446-PLQVO,70.3,1,Month-to-month,Fiber optic,Yes,90,High,0
2452-KDRRH,101.4,67,Month-to-month,Fiber optic,No,70,Medium,0
2452-SNHFZ,75.45,47,Month-to-month,Fiber optic,No,55,Medium,0
2454-RPBRZ,98.1,12,Month-to-month,Fiber optic,Yes,90,High,0
2455-USLMV,84.75,31,Month-to-month,Fiber optic,No,55,Medium,0
2460-NGXBJ,75.2,11,Month-to-month,Fiber optic,No,80,High,0
2462-XIIJB,92.5,5,Month-to-month,Fiber optic,Yes,100,High,0
2468-SJFLM,74.3,1,Month-to-month,Fiber optic,No,85,High,0
2472-OVKUP,91.0,6,Month-to-month,Fiber optic,Yes,100,High,0
2474-BRUCM,101.85,40,Month-to-month,Fiber optic,Yes,65,Medium,0
2475-MROZF,95.0,30,Month-to-month,Fiber optic,No,60,Medium,0
2476-YGEFM,76.0,29,Month-to-month,Fiber optic,No,60,Medium,0
2479-BRAMR,83.75,41,Month-to-month,Fiber optic,Yes,55,Medium,0
2480-EJWYP,97.8,58,One year,Fiber optic,No,55,Medium,0
2482-CZGBB,70.0,10,Month-to-month,Fiber optic,Yes,80,High,0
2495-KZNFB,90.65,33,Month-to-month,Fiber optic,No,65,Medium,0
2501-XWWTZ,70.2,11,Month-to-month,Fiber optic,No,80,High,0
2504-DSHIH,86.8,23,Month-to-month,Fiber optic,No,80,High,0
2506-CLAKW,98.15,6,Month-to-month,Fiber optic,Yes,90,High,0
2506-TNFCO,69.55,1,Month-to-month,Fiber optic,Yes,90,High,0
2507-QZPQS,95.7,15,Month-to-month,Fiber optic,No,75,Medium,0
2514-GINMM,79.5,1,Month-to-month,Fiber optic,Yes,90,High,0
2516-VQRRV,75.45,2,Month-to-month,Fiber optic,Yes,90,High,0
2519-FAKOD,99.25,38,Month-to-month,Fiber optic,Yes,70,Medium,0
2519-LBNQL,104.35,60,One year,Fiber optic,No,55,Medium,0
2522-AHJXR,109.45,60,Month-to-month,Fiber optic,No,60,Medium,0
2523-EWWZL,76.1,27,Month-to-month,Fiber optic,No,60,Medium,0
2528-HFYZX,76.45,17,Month-to-month,Fiber optic,Yes,70,Medium,0
2545-EBUPK,84.05,2,Month-to-month,Fiber optic,No,90,High,0
2558-BUOZZ,94.8,47,One year,Fiber optic,No,50,Medium,0
2560-PPCHE,105.05,65,One year,Fiber optic,No,50,Medium,0
2568-BRGYX,70.2,4,Month-to-month,Fiber optic,Yes,90,High,0
2568-OIADY,99.5,37,Month-to-month,Fiber optic,Yes,70,Medium,0
2573-GYRUU,91.05,48,Month-to-month,Fiber optic,No,70,Medium,0
2575-GFSOE,69.0,7,Month-to-month,Fiber optic,Yes,80,High,0
2587-EKXTS,111.5,44,Month-to-month,Fiber optic,No,65,Medium,0
2603-HVKCG,101.4,31,Month-to-month,Fiber optic,No,70,Medium,0
2604-IJPDU,96.55,20,Month-to-month,Fiber optic,No,70,Medium,0
2608-BHKFN,70.05,4,Month-to-month,Fiber optic,Yes,90,High,0
2609-IAICY,77.15,1,Month-to-month,Fiber optic,Yes,90,High,0
2612-RANWT,100.15,12,Month-to-month,Fiber optic,Yes,90,High,0
2612-RRIDN,81.0,4,Month-to-month,Fiber optic,Yes,90,High,0
2615-YVMYX,107.5,71,Month-to-month,Fiber optic,No,65,Medium,0
2619-WFQWU,70.15,1,Month-to-month,Fiber optic,Yes,90,High,0
2623-DRYAM,101.75,70,One year,Fiber optic,No,55,Medium,0
2632-UCGVD,100.05,66,Month-to-month,Fiber optic,Yes,65,Medium,0
2636-ALXXZ,69.6,1,Month-to-month,Fiber optic,Yes,90,High,0
2636-SJDOU,84.3,64,One year,Fiber optic,No,40,Medium,0
2640-PMGFL,79.5,27,Month-to-month,Fiber optic,Yes,55,Medium,0
2642-DTVCO,85.05,9,Month-to-month,Fiber optic,Yes,90,High,0
2645-QTLMB,94.25,7,Month-to-month,Fiber optic,Yes,90,High,0
2656-FMOKZ,74.45,15,Month-to-month,Fiber optic,Yes,70,Medium,0
2656-TABEH,100.2,4,Month-to-month,Fiber optic,Yes,100,High,0
2657-ALMWY,84.95,26,Month-to-month,Fiber optic,Yes,60,Medium,0
2657-VPXTA,88.85,10,Month-to-month,Fiber optic,No,90,High,0
2659-VXMWZ,111.3,67,One year,Fiber optic,Yes,50,Medium,0
2660-EMUBI,95.35,10,Month-to-month,Fiber optic,Yes,90,High,0
2665-NPTGL,98.1,26,Month-to-month,Fiber optic,No,70,Medium,0
2669-OIDSD,100.05,48,Month-to-month,Fiber optic,No,65,Medium,0
2669-QVCRG,81.3,41,Month-to-month,Fiber optic,No,55,Medium,0
2672-HUYVI,91.1,6,Month-to-month,Fiber optic,Yes,100,High,0
2672-TGEFF,88.8,37,Month-to-month,Fiber optic,No,70,Medium,0
2673-CXQEU,110.5,56,One year,Fiber optic,No,50,Medium,0
2674-MIAHT,80.3,4,Month-to-month,Fiber optic,No,90,High,0
2674-MLXMN,99.65,71,Month-to-month,Fiber optic,No,70,Medium,0
2675-DHUTR,98.9,58,Month-to-month,Fiber optic,No,70,Medium,0
2675-OTVVJ,89.45,31,Month-to-month,Fiber optic,No,65,Medium,0
2683-BPJSO,84.45,29,Month-to-month,Fiber optic,Yes,55,Medium,0
2684-EIWEO,91.7,30,Month-to-month,Fiber optic,Yes,65,Medium,0
2685-SREOM,89.1,25,Month-to-month,Fiber optic,Yes,70,Medium,0
2688-BHGOG,79.55,9,Month-to-month,Fiber optic,No,80,High,0
2691-NZETQ,85.35,9,Month-to-month,Fiber optic,Yes,90,High,0
2692-AQCPF,108.05,65,One year,Fiber optic,No,50,Medium,0
2692-BUCFV,101.45,29,Month-to-month,Fiber optic,No,70,Medium,0
2694-CIUMO,79.55,12,Month-to-month,Fiber optic,No,75,Medium,0
2696-ECXKC,100.9,55,One year,Fiber optic,No,50,Medium,0
2696-NARTR,73.85,11,Month-to-month,Fiber optic,Yes,75,Medium,0
2697-NQBPF,105.35,34,Month-to-month,Fiber optic,No,65,Medium,0
2716-GFZOR,86.1,43,Month-to-month,Fiber optic,No,65,Medium,0
2719-BDAQO,93.85,17,Month-to-month,Fiber optic,Yes,75,Medium,0
2720-WGKHP,94.0,2,Month-to-month,Fiber optic,Yes,100,High,0
2722-VOJQL,105.65,64,One year,Fiber optic,Yes,50,Medium,0
2725-KXXWT,90.75,1,Month-to-month,Fiber optic,Yes,100,High,0
2731-GJRDG,109.55,32,One year,Fiber optic,No,45,Medium,0
2737-YNGYW,80.55,2,Month-to-month,Fiber optic,Yes,90,High,0
2739-CACDQ,82.65,17,Month-to-month,Fiber optic,No,70,Medium,0
2748-MYRVK,99.9,63,One year,Fiber optic,Yes,55,Medium,0
2750-BJLSB,103.7,47,One year,Fiber optic,No,45,Medium,0
2754-SDJRD,100.15,8,Month-to-month,Fiber optic,No,85,High,0
