customerID,MonthlyCharges,tenure,contract,InternetService,churn,risk_score,category
2885-HIJDH,86.9000,69,"Two year",DSL,No,25,Low
2886-KEFUM,107.5000,63,"One year","Fiber optic",Yes,55,Medium
2887-JPYLU,45.2000,41,Month-to-month,DSL,No,45,Medium
2888-ADFAO,21.3000,47,"Two year",No,No,0,"Too low"
2889-FPWRM,117.8000,72,"One year","Fiber optic",Yes,45,Medium
2890-WFBHU,79.8500,59,"One year",DSL,No,30,Low
2892-GESUL,19.3500,18,"Two year",No,No,10,Low
2894-QOJRX,34.0000,25,Month-to-month,DSL,Yes,45,Medium
2896-TBNBE,80.8000,40,"One year","Fiber optic",No,45,Medium
2897-DOVND,69.8000,2,Month-to-month,"Fiber optic",No,90,High
2898-LSJGD,55.9500,21,"One year",DSL,Yes,35,Low
2898-MRKPI,101.0500,68,"One year","Fiber optic",No,55,Medium
2900-PHPLN,19.5500,70,"Two year",No,No,0,"Too low"
2903-YYTBW,44.5500,1,Month-to-month,DSL,No,75,Medium
2904-GGUAZ,84.0500,72,"Two year","Fiber optic",No,25,Low
2905-KFQUV,70.4000,2,Month-to-month,"Fiber optic",No,90,High
2907-ILJBN,20.6000,11,"One year",No,No,35,Low
2908-WGAXL,24.9500,56,"Two year",No,No,0,"Too low"
2908-ZTPNF,34.8500,36,Month-to-month,DSL,No,40,Medium
2911-IJORQ,90.6000,37,"One year",DSL,No,40,Medium
2911-UREFD,55.9000,39,Month-to-month,DSL,Yes,40,Medium
2911-WDXMV,80.5500,18,Month-to-month,"Fiber optic",No,70,Medium
2916-BQZLN,84.7500,19,Month-to-month,"Fiber optic",No,65,Medium
2919-HBCJO,76.6500,4,Month-to-month,"Fiber optic",Yes,90,High
2920-RNCEZ,69.9500,1,Month-to-month,"Fiber optic",No,90,High
2921-XWDJH,83.4500,38,Month-to-month,"Fiber optic",No,55,Medium
2923-ARZLG,19.7000,0,"One year",No,No,45,Medium
2924-KHUVI,100.5500,56,"One year","Fiber optic",No,50,Medium
2925-MXLSX,68.9500,30,"One year",DSL,No,40,Medium
2925-VDZHY,88.7000,72,"Two year",DSL,No,25,Low
2926-JEJJC,20.2000,8,"One year",No,No,35,Low
2927-CVULT,104.0500,53,"Two year","Fiber optic",No,30,Low
2927-QRRQV,94.6500,46,"One year","Fiber optic",No,55,Medium
2928-HLDBA,20.7000,6,Month-to-month,No,No,60,Medium
2929-ERCFZ,94.2000,8,Month-to-month,"Fiber optic",Yes,90,High
2929-QNSRW,98.2500,56,"One year","Fiber optic",Yes,55,Medium
2930-UOTMB,65.2500,31,Month-to-month,DSL,Yes,45,Medium
2931-FSOHN,59.9000,13,Month-to-month,DSL,No,55,Medium
2931-SVLTV,110.1000,40,Month-to-month,"Fiber optic",No,60,Medium
2931-VUVJN,94.0500,59,"One year","Fiber optic",No,45,Medium
2931-XIQBR,103.0500,50,"One year","Fiber optic",No,50,Medium
2933-FILNV,24.4000,2,Month-to-month,DSL,Yes,75,Medium
2933-XEUJM,79.2000,46,"Two year",DSL,No,20,Low
2937-FTHUR,64.8000,18,Month-to-month,DSL,No,50,Medium
2946-KIQSP,33.4500,35,Month-to-month,DSL,No,40,Medium
2947-DOMLJ,50.6000,1,Month-to-month,DSL,Yes,70,Medium
2951-QOQTK,80.8000,4,Month-to-month,"Fiber optic",Yes,85,High
2952-QAYZF,85.3000,5,Month-to-month,"Fiber optic",Yes,100,High
2954-PIBKO,64.1500,69,"Two year",DSL,No,5,"Too low"
2955-BJZHG,80.8500,17,Month-to-month,"Fiber optic",Yes,70,Medium
2955-PSXOE,20.2000,1,Month-to-month,No,Yes,60,Medium
2956-GGUCQ,78.8500,24,Month-to-month,"Fiber optic",Yes,65,Medium
2957-JIRMN,84.4500,62,"One year","Fiber optic",No,45,Medium
2957-LOLHO,45.4000,12,Month-to-month,DSL,Yes,65,Medium
2958-NHPPS,20.8500,23,Month-to-month,No,No,40,Medium
2959-EEXWB,50.9000,45,Month-to-month,DSL,No,40,Medium
2959-FENLU,85.3000,9,Month-to-month,"Fiber optic",No,90,High
2959-MJHIC,80.3500,4,Month-to-month,"Fiber optic",Yes,90,High
2960-NKRSO,85.9500,24,Month-to-month,"Fiber optic",No,75,Medium
2961-VNFKL,25.9500,71,"Two year",No,No,0,"Too low"
2962-XPMCQ,45.1500,2,Month-to-month,DSL,Yes,75,Medium
2967-MXRAV,18.8000,1,"One year",No,No,45,Medium
2968-SSGAA,100.6000,10,Month-to-month,"Fiber optic",Yes,90,High
2969-QWUBZ,51.4000,2,Month-to-month,DSL,No,75,Medium
2969-VAPYH,60.5000,67,"One year",DSL,No,20,Low
2969-WGHQO,69.4500,7,"One year",DSL,No,55,Medium
2971-SGAFL,78.7500,13,Month-to-month,DSL,No,60,Medium
2972-YDYUW,94.7000,57,"One year","Fiber optic",No,50,Medium
2974-GGUXS,91.9500,36,Month-to-month,"Fiber optic",No,70,Medium
2977-CEBSX,90.0500,66,"Two year",DSL,No,25,Low
2978-XXSOG,59.0500,22,Month-to-month,DSL,No,45,Medium
2979-SXESE,94.4000,17,Month-to-month,"Fiber optic",Yes,75,Medium
2982-IHMFT,74.4500,1,Month-to-month,"Fiber optic",Yes,90,High
2982-VPSGI,94.0000,11,Month-to-month,"Fiber optic",Yes,90,High
2983-ZANRP,73.5500,2,Month-to-month,"Fiber optic",Yes,90,High
2984-AFWNC,95.4000,3,Month-to-month,"Fiber optic",No,100,High
2984-MIIZL,74.8000,4,Month-to-month,"Fiber optic",Yes,90,High
2984-RGEYA,19.7500,69,"Two year",No,No,0,"Too low"
2984-TBYKU,104.9000,72,"Two year","Fiber optic",No,30,Low
2985-FMWYF,93.5000,23,Month-to-month,"Fiber optic",No,80,High
2985-JUUBZ,74.5500,40,Month-to-month,DSL,No,55,Medium
2987-BJXIK,84.7000,70,"Two year",DSL,No,20,Low
2988-GBIVW,90.8500,70,Month-to-month,"Fiber optic",No,65,Medium
2988-PLAHS,69.9500,3,"One year",DSL,No,70,Medium
2988-QRAJY,110.0500,69,"Two year","Fiber optic",No,35,Low
2990-HWIML,89.5000,6,Month-to-month,"Fiber optic",Yes,100,High
2990-IAJSV,92.0000,72,"Two year",DSL,No,25,Low
2990-OGYTD,86.1500,67,"Two year",DSL,No,30,Low
2995-UPRYS,99.2000,40,"One year","Fiber optic",Yes,50,Medium
2995-YWTCD,24.9000,19,"Two year",No,No,10,Low
2996-XAUVF,40.0500,70,"Two year",DSL,No,10,Low
2999-AANRQ,71.0500,21,"Two year",DSL,No,25,Low
3001-CBHLQ,104.9000,32,Month-to-month,"Fiber optic",Yes,65,Medium
3001-UNBTL,103.9500,29,Month-to-month,"Fiber optic",No,70,Medium
3002-WQZWT,74.2000,29,Month-to-month,"Fiber optic",No,60,Medium
3003-CMDUU,95.1500,25,Month-to-month,"Fiber optic",No,65,Medium
3005-NFMTA,98.8000,55,Month-to-month,"Fiber optic",Yes,65,Medium
3005-TYFRD,103.6500,55,Month-to-month,"Fiber optic",No,70,Medium
3006-XIMLN,94.2000,2,Month-to-month,"Fiber optic",Yes,100,High
3007-FDPEA,20.7000,2,Month-to-month,No,No,60,Medium
3009-JWMPU,96.7500,62,"One year","Fiber optic",Yes,55,Medium
3011-WQKSZ,20.0000,19,Month-to-month,No,No,40,Medium
3012-VFFMN,20.6500,7,Month-to-month,No,No,50,Medium
3014-WJKSM,75.3000,29,Month-to-month,"Fiber optic",No,60,Medium
3016-KSVCP,33.7500,29,Month-to-month,DSL,No,45,Medium
3018-TFTSU,81.7000,12,Month-to-month,"Fiber optic",Yes,75,Medium
3021-VLNRJ,70.8000,50,"One year",DSL,No,30,Low
3022-BEXHZ,111.2000,67,"Two year","Fiber optic",No,35,Low
3023-GFLBR,86.1500,33,Month-to-month,"Fiber optic",Yes,70,Medium
3026-ATZYV,75.1000,37,"One year",DSL,No,35,Low
3027-YNWZU,25.0000,64,"Two year",No,No,0,"Too low"
3027-ZTDHO,89.9000,1,Month-to-month,"Fiber optic",Yes,100,High
3030-YDNRM,74.8500,8,Month-to-month,"Fiber optic",No,80,High
3030-YZADT,44.9500,9,Month-to-month,DSL,Yes,65,Medium
3030-ZKIWL,20.0500,1,Month-to-month,No,No,60,Medium
3034-ZBEQN,34.7000,48,"One year",DSL,Yes,30,Low
3038-PQIUY,66.1500,38,Month-to-month,DSL,No,50,Medium
3039-MJSLN,20.2000,3,Month-to-month,No,No,60,Medium
3043-SUDUA,19.9000,32,Month-to-month,No,No,30,Low
3043-TYBNO,60.6500,3,Month-to-month,DSL,No,70,Medium
3045-XETSH,94.8500,10,Month-to-month,"Fiber optic",Yes,90,High
3049-NDXFL,85.8000,1,Month-to-month,"Fiber optic",Yes,100,High
3049-SOLAY,95.2000,3,Month-to-month,"Fiber optic",Yes,100,High
3050-GBUSH,34.8000,3,Month-to-month,DSL,No,75,Medium
3050-RLLXC,81.2500,56,"Two year",DSL,No,15,Low
3055-MJDSB,24.6000,9,Month-to-month,DSL,No,65,Medium
3055-OYMSE,73.8000,53,Month-to-month,"Fiber optic",No,60,Medium
3055-VTCGS,58.5500,63,"One year",DSL,No,30,Low
3057-VJJQE,55.2500,35,"Two year",DSL,No,10,Low
3058-HJCUY,102.6000,41,"One year","Fiber optic",Yes,50,Medium
3058-WQDRE,25.1500,13,Month-to-month,DSL,No,55,Medium
3059-NGMXB,69.2000,14,Month-to-month,DSL,No,60,Medium
3061-BCKYI,19.9000,14,Month-to-month,No,No,40,Medium
3062-ICYZQ,93.8000,51,Month-to-month,"Fiber optic",No,65,Medium
3063-QFSZL,55.4000,1,Month-to-month,DSL,Yes,75,Medium
3066-RRJIO,69.9500,1,Month-to-month,"Fiber optic",Yes,90,High
3067-SVMTC,55.9000,68,"One year",DSL,No,20,Low
3068-OMWZA,88.8000,1,Month-to-month,"Fiber optic",Yes,100,High
3069-SSVSN,25.8500,1,"One year",DSL,No,60,Medium
3070-BDOQC,99.6500,60,"Two year","Fiber optic",No,40,Medium
3070-DVEYC,73.7500,7,Month-to-month,"Fiber optic",Yes,80,High
3070-FNFZQ,20.4000,23,"Two year",No,No,10,Low
3071-MVJCD,82.3000,72,"Two year",DSL,No,15,Low
3071-VBYPO,89.8500,3,Month-to-month,"Fiber optic",No,95,High
3074-GQWYX,75.9000,5,Month-to-month,"Fiber optic",Yes,90,High
3077-RSNTJ,19.7000,6,Month-to-month,No,No,60,Medium
3078-ZKNTS,19.7500,13,"Two year",No,No,10,Low
3079-BCHLN,19.9000,47,"One year",No,No,15,Low
3082-VQXNH,29.8000,3,Month-to-month,DSL,No,75,Medium
3082-WQRVY,19.6500,14,"One year",No,No,25,Low
3082-YVEKW,77.1500,23,"Two year",DSL,No,25,Low
3084-DOWLE,92.0000,72,"Two year",DSL,No,25,Low
3085-QUOZK,43.9500,1,Month-to-month,DSL,Yes,75,Medium
3086-RUCRN,103.1000,66,Month-to-month,"Fiber optic",No,60,Medium
3088-FVYWK,25.5500,53,"Two year",No,No,0,"Too low"
3088-LHEFH,79.0000,11,Month-to-month,"Fiber optic",No,75,Medium
3090-HAWSU,111.6000,61,"Two year","Fiber optic",Yes,30,Low
3090-LETTY,60.9500,2,Month-to-month,DSL,No,70,Medium
3090-QFUVD,20.3000,1,Month-to-month,No,No,60,Medium
3091-FYHKI,35.4500,1,Month-to-month,DSL,Yes,75,Medium
3092-IGHWF,87.4000,67,"One year","Fiber optic",Yes,55,Medium
3094-JOJAI,74.1500,18,Month-to-month,"Fiber optic",No,70,Medium
3096-GKWEB,94.7500,18,Month-to-month,"Fiber optic",No,80,High
3096-IZETN,78.1000,12,Month-to-month,"Fiber optic",Yes,80,High
3096-JRDSO,104.3000,27,Month-to-month,"Fiber optic",Yes,60,Medium
3096-WPXBT,100.7000,61,"One year","Fiber optic",No,50,Medium
3096-YXENJ,107.6500,65,"Two year","Fiber optic",No,35,Low
3097-FQTVJ,20.0000,41,"Two year",No,No,0,"Too low"
3097-IDVPU,50.1000,19,Month-to-month,DSL,No,55,Medium
3097-NNSPB,49.0500,2,Month-to-month,DSL,Yes,75,Medium
3097-NQYSN,86.8500,2,Month-to-month,"Fiber optic",Yes,100,High
3097-PYWXL,19.9500,4,Month-to-month,No,No,60,Medium
3099-OONVS,54.3000,25,Month-to-month,DSL,No,35,Low
3104-OWCGK,90.9500,60,"One year","Fiber optic",Yes,55,Medium
3106-ULWFW,85.2000,8,Month-to-month,"Fiber optic",Yes,90,High
3108-PCCGG,84.4500,72,"Two year",DSL,No,20,Low
3113-IWHLC,55.8000,5,Month-to-month,DSL,No,70,Medium
3115-CZMZD,20.2500,0,"Two year",No,No,30,Low
3115-JPJDD,81.2500,59,"One year","Fiber optic",No,40,Medium
3118-UHVVQ,25.8000,68,"Two year",No,No,0,"Too low"
3120-FAZKD,24.0500,54,"Two year",No,No,0,"Too low"
3125-RAHBV,20.3000,22,"One year",No,No,25,Low
3126-WQMGH,52.1500,49,Month-to-month,DSL,No,45,Medium
3128-YOVTD,79.1500,51,Month-to-month,"Fiber optic",No,55,Medium
3129-AAQOU,25.6000,19,"Two year",No,No,10,Low
3130-ICDUP,80.5500,2,Month-to-month,"Fiber optic",No,85,High
3131-NWVFJ,19.5500,14,"One year",No,No,25,Low
3132-TVFDZ,44.8500,57,Month-to-month,DSL,Yes,45,Medium
3133-PZNSR,97.7500,72,"Two year","Fiber optic",No,30,Low
3134-DSHVC,98.0000,63,"Two year","Fiber optic",No,35,Low
3137-LUPIX,64.4000,4,Month-to-month,DSL,No,70,Medium
3137-NYQQI,64.8000,17,"One year",DSL,No,35,Low
3138-BKYAV,85.3500,6,Month-to-month,"Fiber optic",Yes,100,High
3143-ILDAL,94.4500,56,Month-to-month,"Fiber optic",Yes,65,Medium
3143-JQEGI,88.3500,13,Month-to-month,"Fiber optic",Yes,80,High
3144-AUDBS,49.1500,6,Month-to-month,DSL,Yes,70,Medium
3144-KMTWZ,93.2500,71,Month-to-month,"Fiber optic",No,70,Medium
3146-JTQHR,19.6000,10,"One year",No,No,35,Low
3146-MSEGF,88.0500,72,"Two year",DSL,No,25,Low
3148-AOIQT,24.9500,69,"Two year",No,No,0,"Too low"
3148-BLQJT,20.1000,1,Month-to-month,No,Yes,60,Medium
3154-CFSZG,90.0500,47,Month-to-month,"Fiber optic",No,65,Medium
3154-HMWUU,20.5000,60,"Two year",No,No,0,"Too low"
3156-QLHBO,19.2500,2,Month-to-month,No,No,60,Medium
3158-MOERK,96.0000,2,Month-to-month,"Fiber optic",Yes,100,High
3160-TYXLT,46.3000,53,Month-to-month,DSL,No,40,Medium
3161-GETRM,90.0500,34,Month-to-month,"Fiber optic",No,70,Medium
3161-ONRWK,65.8500,60,"One year",DSL,No,30,Low
3162-KKZXO,100.1500,55,"One year","Fiber optic",No,55,Medium
3162-ZJZFU,92.5500,53,Month-to-month,"Fiber optic",No,65,Medium
3164-AALRN,70.0000,5,"One year",DSL,Yes,70,Medium
3164-YAXFY,53.7500,57,Month-to-month,DSL,No,40,Medium
3165-HDOEW,45.8500,1,Month-to-month,DSL,Yes,75,Medium
3166-PNEOF,86.4500,61,"Two year",DSL,No,25,Low
3167-SNQPL,101.1500,38,Month-to-month,"Fiber optic",No,70,Medium
3170-GWYKC,104.9500,60,Month-to-month,"Fiber optic",No,60,Medium
3170-NMYVV,20.1500,50,"Two year",No,No,0,"Too low"
3173-NVMPX,55.3000,9,Month-to-month,DSL,No,65,Medium
3173-WSSUE,19.7000,71,"Two year",No,No,0,"Too low"
3174-AKMAS,64.2000,46,"Two year",DSL,No,10,Low
3174-RKMOW,109.9500,35,Month-to-month,"Fiber optic",No,65,Medium
3177-LASXD,71.3500,1,Month-to-month,"Fiber optic",Yes,90,High
3178-CIFOT,19.6500,23,"One year",No,No,25,Low
3178-FESZO,100.2500,1,Month-to-month,"Fiber optic",Yes,100,High
3179-GBRWV,64.9500,21,Month-to-month,DSL,No,50,Medium
3181-MIZBN,19.7500,16,Month-to-month,No,No,40,Medium
3181-VTHOE,51.0500,70,"One year",DSL,No,25,Low
3186-AJIEK,105.6500,66,"Two year","Fiber optic",No,30,Low
3186-BAXNB,91.7000,1,Month-to-month,"Fiber optic",Yes,95,High
3190-FZATL,19.9500,14,Month-to-month,No,No,40,Medium
3190-ITQXP,20.2500,46,"Two year",No,No,0,"Too low"
3190-XFANI,100.6000,49,"One year","Fiber optic",Yes,50,Medium
3191-CSNMG,80.7000,3,Month-to-month,"Fiber optic",No,90,High
3192-LNKRK,84.0500,34,Month-to-month,"Fiber optic",No,60,Medium
3192-NQECA,110.0000,68,"Two year","Fiber optic",Yes,35,Low
3194-ORPIK,84.4000,50,Month-to-month,"Fiber optic",Yes,60,Medium
3195-TQDZX,20.2500,3,Month-to-month,No,No,60,Medium
3196-NVXLZ,84.6000,25,Month-to-month,"Fiber optic",No,60,Medium
3197-ARFOY,105.0000,19,Month-to-month,"Fiber optic",No,70,Medium
3197-NNYNB,105.1000,65,"Two year","Fiber optic",No,40,Medium
3198-VELRD,84.7500,3,Month-to-month,"Fiber optic",Yes,90,High
3199-NPKCN,111.2500,67,"One year","Fiber optic",No,45,Medium
3199-XGZCY,75.2500,8,Month-to-month,"Fiber optic",No,80,High
3200-MNQTF,70.9000,67,"Two year",DSL,No,15,Low
3205-MXZRA,59.4500,26,"One year",DSL,No,25,Low
3207-OYBWH,95.2500,57,Month-to-month,"Fiber optic",Yes,70,Medium
3208-YPIOE,75.2500,39,Month-to-month,"Fiber optic",Yes,60,Medium
3209-ZPKFI,54.2500,47,Month-to-month,DSL,No,45,Medium
3211-AAPKX,98.5500,20,Month-to-month,"Fiber optic",No,75,Medium
3211-ILJTT,70.4000,17,Month-to-month,"Fiber optic",Yes,70,Medium
3212-KXOCR,21.0000,52,"Two year",No,No,0,"Too low"
3213-VVOLG,25.3500,0,"Two year",No,No,30,Low
3214-IYUUQ,93.7000,61,"One year","Fiber optic",No,45,Medium
3217-FZDMN,94.4500,8,Month-to-month,"Fiber optic",Yes,90,High
3219-JQRSL,89.1000,72,"Two year",DSL,No,25,Low
3221-CJMSG,51.1000,24,Month-to-month,DSL,No,50,Medium
3223-DWFIO,69.3500,4,Month-to-month,"Fiber optic",No,90,High
3223-WZWJM,83.9500,26,Month-to-month,"Fiber optic",Yes,60,Medium
3224-DFQNQ,89.0000,66,"One year","Fiber optic",No,45,Medium
3227-WLKLI,91.5500,65,"Two year",DSL,No,25,Low
3229-USWAR,79.9500,34,"One year",DSL,No,30,Low
3230-IUALN,81.0000,45,"Two year",DSL,No,15,Low
3230-JCNZS,99.0000,71,"Two year","Fiber optic",No,35,Low
3230-WYKIR,82.0000,18,"One year",DSL,Yes,45,Medium
3234-VKACU,70.3000,2,Month-to-month,DSL,No,80,High
3235-ETOOB,74.5000,8,Month-to-month,"Fiber optic",Yes,75,Medium
3237-AJGEH,31.0000,3,Month-to-month,DSL,Yes,70,Medium
3239-TPHPZ,20.0500,12,"Two year",No,No,20,Low
3243-ZHOHY,20.1000,16,"One year",No,No,25,Low
3244-CQPHU,110.1000,72,"Two year","Fiber optic",No,30,Low
3244-DCJWY,70.2500,1,Month-to-month,"Fiber optic",Yes,90,High
3247-MHJKM,20.2000,1,Month-to-month,No,No,60,Medium
3247-ZVOUO,85.5500,10,Month-to-month,"Fiber optic",Yes,90,High
3249-VHRIP,43.6000,62,"Two year",DSL,No,15,Low
3249-ZPQRG,78.4500,4,Month-to-month,"Fiber optic",Yes,90,High
3251-YMVWZ,24.0500,53,"One year",No,No,15,Low
3253-HKOKL,100.3000,52,"One year","Fiber optic",No,50,Medium
3254-YRILK,88.2000,19,Month-to-month,"Fiber optic",Yes,80,High
3255-GRXMG,45.6500,18,Month-to-month,DSL,No,55,Medium
3256-EZDBI,29.4500,51,Month-to-month,DSL,No,45,Medium
3258-SANFR,44.7000,6,Month-to-month,DSL,No,75,Medium
3258-SYSWS,113.8000,72,"Two year","Fiber optic",No,30,Low
3258-ZKPAI,116.6000,72,"Two year","Fiber optic",No,30,Low
3259-FDWOY,106.0000,71,"Two year","Fiber optic",Yes,40,Medium
3259-KNMRR,79.7500,57,"Two year",DSL,No,25,Low
3259-QMXUN,86.1000,58,"Two year",DSL,No,30,Low
3261-CQXOL,25.4500,71,"Two year",No,No,0,"Too low"
3262-EIDHV,84.7000,72,"Two year",DSL,No,15,Low
3266-FTKHB,19.1500,17,"Two year",No,No,10,Low
3269-ATYWD,95.6500,39,Month-to-month,"Fiber optic",Yes,70,Medium
3272-VUHPV,56.3000,8,Month-to-month,DSL,No,60,Medium
3274-NSDWE,19.6000,68,"Two year",No,No,0,"Too low"
3275-RHRNE,60.0000,28,"One year",DSL,No,25,Low
3276-HDUEG,75.0500,1,Month-to-month,"Fiber optic",Yes,90,High
3278-FSIXX,45.2500,2,Month-to-month,DSL,No,75,Medium
3279-DYZQM,19.4500,71,"Two year",No,No,0,"Too low"
3280-MRDOF,69.1000,30,"Two year",DSL,No,20,Low
3280-NMUVX,19.6000,34,"One year",No,No,15,Low
3282-ZISZV,83.7000,32,"One year",DSL,No,35,Low
3283-WCWXT,25.4000,6,"Two year",No,No,30,Low
3284-SVCRO,25.5000,45,"Two year",No,No,0,"Too low"
3285-UCQVC,28.6000,37,Month-to-month,DSL,Yes,40,Medium
3292-PBZEJ,111.4000,11,Month-to-month,"Fiber optic",No,85,High
3295-YVUSR,72.6000,2,Month-to-month,"Fiber optic",No,90,High
3296-SILRA,76.4000,1,Month-to-month,"Fiber optic",Yes,90,High
3298-QEICA,34.6000,23,"Two year",DSL,No,15,Low
3301-LSLWQ,66.1000,29,Month-to-month,DSL,No,50,Medium
3301-VKTGC,85.5000,68,"One year","Fiber optic",No,50,Medium
3307-TLCUD,34.4000,17,Month-to-month,DSL,No,50,Medium
3308-DGHKL,19.3000,69,"Two year",No,No,0,"Too low"
3308-JSGML,64.0500,59,"Two year",DSL,No,5,"Too low"
3308-MHOOC,19.2000,1,Month-to-month,No,No,60,Medium
3312-UUMZW,98.8500,32,Month-to-month,"Fiber optic",No,70,Medium
3312-ZWLGF,79.3000,29,Month-to-month,"Fiber optic",No,55,Medium
3313-QKNKB,85.5500,59,"One year","Fiber optic",Yes,55,Medium
3315-IKYZQ,50.8000,28,"One year",DSL,No,20,Low
3315-TOTBP,76.0000,15,Month-to-month,"Fiber optic",Yes,70,Medium
3316-UWXUY,93.5000,50,Month-to-month,"Fiber optic",No,60,Medium
3317-HRTNN,45.7000,5,Month-to-month,DSL,Yes,75,Medium
3317-VLGQT,78.1000,14,Month-to-month,"Fiber optic",No,70,Medium
3318-ISQFQ,19.5000,20,Month-to-month,No,No,40,Medium
3318-NMQXL,92.0000,3,Month-to-month,"Fiber optic",No,100,High
3318-OSATS,95.4500,35,Month-to-month,"Fiber optic",Yes,70,Medium
3319-DWOEP,95.7500,6,Month-to-month,"Fiber optic",Yes,100,High
3320-VEOYC,95.6000,14,Month-to-month,"Fiber optic",No,80,High
3323-CPBWR,96.9000,23,Month-to-month,"Fiber optic",No,75,Medium
3324-OIRTO,104.6500,71,"One year","Fiber optic",No,50,Medium
3325-FUYCG,106.1000,28,"One year","Fiber optic",Yes,50,Medium
3327-YBAKM,96.9000,64,"One year","Fiber optic",No,45,Medium
3329-WDIOK,50.6000,3,Month-to-month,DSL,Yes,75,Medium
3331-HQDTW,109.8000,34,Month-to-month,"Fiber optic",Yes,65,Medium
3334-CTHOL,49.9500,1,Month-to-month,DSL,Yes,75,Medium
3336-JORSO,110.4500,33,Month-to-month,"Fiber optic",Yes,65,Medium
3338-CVVEH,94.5500,12,Month-to-month,"Fiber optic",No,90,High
3339-EAQNV,97.2500,72,"One year","Fiber optic",No,55,Medium
3340-QBBFM,54.1000,36,"One year",DSL,No,25,Low
3345-JHUEO,20.2000,4,Month-to-month,No,No,60,Medium
3345-PBBFH,49.5500,8,Month-to-month,DSL,No,65,Medium
3346-BRMIS,48.3500,18,Month-to-month,DSL,Yes,55,Medium
3347-YJZZE,80.1000,29,Month-to-month,DSL,No,55,Medium
3348-CFRNX,92.3500,28,Month-to-month,"Fiber optic",Yes,65,Medium
3349-ANQNH,99.5000,59,"One year","Fiber optic",No,55,Medium
3351-NGXYI,54.1000,16,Month-to-month,DSL,No,50,Medium
3351-NQLDI,94.3500,67,"One year","Fiber optic",Yes,45,Medium
3352-ALMCK,102.6500,40,Month-to-month,"Fiber optic",No,70,Medium
3352-RICWQ,19.7500,9,"Two year",No,No,20,Low
3354-OADJP,54.2500,8,"One year",DSL,No,40,Medium
3359-DSRKA,19.8500,58,"Two year",No,No,0,"Too low"
3363-DTIVD,105.5500,71,"Two year","Fiber optic",No,35,Low
3363-EWLGO,19.9500,5,Month-to-month,No,No,60,Medium
3365-SAIGS,83.5500,17,Month-to-month,"Fiber optic",No,70,Medium
3370-GQEAL,85.4500,30,Month-to-month,"Fiber optic",No,70,Medium
3370-HXOPH,76.1000,3,Month-to-month,"Fiber optic",No,90,High
3372-CDXFJ,24.5000,13,"One year",No,No,25,Low
3372-KWFBM,86.6000,16,Month-to-month,"Fiber optic",Yes,80,High
3373-DIUUN,21.2500,30,"Two year",No,No,0,"Too low"
3373-YZZYM,19.2000,1,Month-to-month,No,No,60,Medium
3374-LXDEV,89.4000,13,Month-to-month,"Fiber optic",Yes,75,Medium
3374-PZLXD,19.7000,34,Month-to-month,No,No,30,Low
3374-TTZTK,106.3000,52,"Two year","Fiber optic",No,30,Low
3376-BMGFE,70.9000,4,Month-to-month,"Fiber optic",Yes,90,High
3378-AJRAO,24.8500,44,"One year",No,No,15,Low
3384-CTMSF,104.1000,47,Month-to-month,"Fiber optic",No,70,Medium
3387-PLKUI,18.8000,13,Month-to-month,No,No,40,Medium
3387-VATUS,94.8500,5,Month-to-month,"Fiber optic",Yes,100,High
3389-KTRXV,23.8500,23,"Two year",No,No,10,Low
3389-YGYAI,105.5000,8,Month-to-month,"Fiber optic",Yes,90,High
3391-JSQEW,50.1500,40,Month-to-month,DSL,No,45,Medium
3392-EHMNK,94.1000,67,"Two year","Fiber optic",No,35,Low
3393-FMZPV,100.2500,25,Month-to-month,"Fiber optic",Yes,70,Medium
3396-DKDEL,115.1500,70,"Two year","Fiber optic",No,30,Low
3397-AVTKU,60.0000,43,"Two year",DSL,No,15,Low
3398-FSHON,91.3000,12,Month-to-month,"Fiber optic",Yes,90,High
3398-GCPMU,89.5500,72,"Two year",DSL,No,25,Low
3398-ZOUAA,69.1000,21,Month-to-month,"Fiber optic",Yes,70,Medium
3399-BMLVW,60.5000,51,"Two year",DSL,No,5,"Too low"
3400-ESFUW,57.5500,55,"Two year",DSL,Yes,5,"Too low"
3401-URHDA,59.9000,51,"One year",DSL,No,20,Low
3402-XRIUO,63.5500,22,Month-to-month,DSL,No,45,Medium
3404-JNXAX,80.7500,51,Month-to-month,"Fiber optic",No,55,Medium
3407-JMJQQ,109.0000,71,"Two year","Fiber optic",No,35,Low
3407-QGWLG,20.0500,3,Month-to-month,No,No,60,Medium
3410-MHHUM,94.4000,44,"One year","Fiber optic",No,55,Medium
3410-YOQBQ,79.2000,31,"Two year",DSL,No,20,Low
3411-WLRSQ,74.6000,3,Month-to-month,"Fiber optic",No,90,High
3413-BMNZE,45.2500,1,Month-to-month,DSL,No,75,Medium
3413-CSSTH,55.7000,41,Month-to-month,DSL,No,45,Medium
3413-DHLPB,103.7500,60,Month-to-month,"Fiber optic",No,65,Medium
3415-TAILE,65.7000,2,Month-to-month,DSL,Yes,85,High
3417-TSCIC,24.8500,29,"One year",DSL,No,30,Low
3419-SNJJD,105.2500,65,Month-to-month,"Fiber optic",Yes,65,Medium
3420-YJLQT,79.5500,2,Month-to-month,"Fiber optic",No,90,High
3420-ZDBMA,71.4500,5,Month-to-month,"Fiber optic",No,90,High
